Year,Region,Type,Sub-type,Total
2017,NATIONAL CAPITAL REGION (NCR),Age,55-64,2207
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,55-64,163
2017,REGION I (ILOCOS REGION),Age,55-64,440
2017,REGION II (CAGAYAN VALLEY),Age,55-64,245
2017,REGION III (CENTRAL LUZON),Age,55-64,664
2017,REGION IV-A (CALABARZON),Age,55-64,797
2017,MIMAROPA REGION,Age,55-64,117
2017,REGION V (BICOL REGION),Age,55-64,354
2017,REGION VI (WESTERN VISAYAS),Age,55-64,489
2017,REGION VII (CENTRAL VISAYAS),Age,55-64,329
2017,REGION VIII (EASTERN VISAYAS),Age,55-64,201
2017,REGION IX (ZAMBOANGA PENINSULA),Age,55-64,187
2017,REGION X (NORTHERN MINDANAO),Age,55-64,237
2017,REGION XI (DAVAO REGION),Age,55-64,242
2017,REGION XII (SOCCSKSARGEN),Age,55-64,255
2017,REGION XIII (Caraga),Age,55-64,113
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,55-64,54
2017,NO INFO,Age,55-64,0
2017,NATIONAL CAPITAL REGION (NCR),Age,65 and above,2881
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,65 and above,189
2017,REGION I (ILOCOS REGION),Age,65 and above,546
2017,REGION II (CAGAYAN VALLEY),Age,65 and above,213
2017,REGION III (CENTRAL LUZON),Age,65 and above,934
2017,REGION IV-A (CALABARZON),Age,65 and above,739
2017,MIMAROPA REGION,Age,65 and above,103
2017,REGION V (BICOL REGION),Age,65 and above,262
2017,REGION VI (WESTERN VISAYAS),Age,65 and above,284
2017,REGION VII (CENTRAL VISAYAS),Age,65 and above,292
2017,REGION VIII (EASTERN VISAYAS),Age,65 and above,372
2017,REGION IX (ZAMBOANGA PENINSULA),Age,65 and above,141
2017,REGION X (NORTHERN MINDANAO),Age,65 and above,320
2017,REGION XI (DAVAO REGION),Age,65 and above,386
2017,REGION XII (SOCCSKSARGEN),Age,65 and above,165
2017,REGION XIII (Caraga),Age,65 and above,100
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,65 and above,10
2017,NO INFO,Age,65 and above,25
2017,NATIONAL CAPITAL REGION (NCR),Age,No info,0
2017,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,No info,0
2017,REGION I (ILOCOS REGION),Age,No info,0
2017,REGION II (CAGAYAN VALLEY),Age,No info,0
2017,REGION III (CENTRAL LUZON),Age,No info,0
2017,REGION IV-A (CALABARZON),Age,No info,0
2017,MIMAROPA REGION,Age,No info,0
2017,REGION V (BICOL REGION),Age,No info,0
2017,REGION VI (WESTERN VISAYAS),Age,No info,0
2017,REGION VII (CENTRAL VISAYAS),Age,No info,0
2017,REGION VIII (EASTERN VISAYAS),Age,No info,0
2017,REGION IX (ZAMBOANGA PENINSULA),Age,No info,0
2017,REGION X (NORTHERN MINDANAO),Age,No info,0
2017,REGION XI (DAVAO REGION),Age,No info,0
2017,REGION XII (SOCCSKSARGEN),Age,No info,0
2017,REGION XIII (Caraga),Age,No info,0
2017,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,No info,0
2017,NO INFO,Age,No info,0
2018,NATIONAL CAPITAL REGION (NCR),Age,<25,15
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,<25,0
2018,REGION I (ILOCOS REGION),Age,<25,1
2018,REGION II (CAGAYAN VALLEY),Age,<25,0
2018,REGION III (CENTRAL LUZON),Age,<25,4
2018,REGION IV-A (CALABARZON),Age,<25,2
2018,MIMAROPA REGION,Age,<25,0
2018,REGION V (BICOL REGION),Age,<25,0
2018,REGION VI (WESTERN VISAYAS),Age,<25,1
2018,REGION VII (CENTRAL VISAYAS),Age,<25,2
2018,REGION VIII (EASTERN VISAYAS),Age,<25,1
2018,REGION IX (ZAMBOANGA PENINSULA),Age,<25,0
2018,REGION X (NORTHERN MINDANAO),Age,<25,18
2018,REGION XI (DAVAO REGION),Age,<25,0
2018,REGION XII (SOCCSKSARGEN),Age,<25,0
2018,REGION XIII (Caraga),Age,<25,0
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,<25,0
2018,NO INFO,Age,<25,0
2018,NATIONAL CAPITAL REGION (NCR),Age,25-34,1093
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,25-34,87
2018,REGION I (ILOCOS REGION),Age,25-34,53
2018,REGION II (CAGAYAN VALLEY),Age,25-34,35
2018,REGION III (CENTRAL LUZON),Age,25-34,153
2018,REGION IV-A (CALABARZON),Age,25-34,105
2018,MIMAROPA REGION,Age,25-34,10
2018,REGION V (BICOL REGION),Age,25-34,60
2018,REGION VI (WESTERN VISAYAS),Age,25-34,79
2018,REGION VII (CENTRAL VISAYAS),Age,25-34,378
2018,REGION VIII (EASTERN VISAYAS),Age,25-34,11
2018,REGION IX (ZAMBOANGA PENINSULA),Age,25-34,78
2018,REGION X (NORTHERN MINDANAO),Age,25-34,56
2018,REGION XI (DAVAO REGION),Age,25-34,64
2018,REGION XII (SOCCSKSARGEN),Age,25-34,46
2018,REGION XIII (Caraga),Age,25-34,19
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,25-34,32
2018,NO INFO,Age,25-34,0
2018,NATIONAL CAPITAL REGION (NCR),Age,35-44,2842
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,35-44,189
2018,REGION I (ILOCOS REGION),Age,35-44,190
2018,REGION II (CAGAYAN VALLEY),Age,35-44,130
2018,REGION III (CENTRAL LUZON),Age,35-44,618
2018,REGION IV-A (CALABARZON),Age,35-44,650
2018,MIMAROPA REGION,Age,35-44,51
2018,REGION V (BICOL REGION),Age,35-44,152
2018,REGION VI (WESTERN VISAYAS),Age,35-44,462
2018,REGION VII (CENTRAL VISAYAS),Age,35-44,485
2018,REGION VIII (EASTERN VISAYAS),Age,35-44,99
2018,REGION IX (ZAMBOANGA PENINSULA),Age,35-44,137
2018,REGION X (NORTHERN MINDANAO),Age,35-44,183
2018,REGION XI (DAVAO REGION),Age,35-44,244
2018,REGION XII (SOCCSKSARGEN),Age,35-44,108
2018,REGION XIII (Caraga),Age,35-44,79
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,35-44,64
2018,NO INFO,Age,35-44,0
2018,NATIONAL CAPITAL REGION (NCR),Age,45-54,1979
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,45-54,109
2018,REGION I (ILOCOS REGION),Age,45-54,234
2018,REGION II (CAGAYAN VALLEY),Age,45-54,142
2018,REGION III (CENTRAL LUZON),Age,45-54,568
2018,REGION IV-A (CALABARZON),Age,45-54,670
2018,MIMAROPA REGION,Age,45-54,62
2018,REGION V (BICOL REGION),Age,45-54,148
2018,REGION VI (WESTERN VISAYAS),Age,45-54,424
2018,REGION VII (CENTRAL VISAYAS),Age,45-54,320
2018,REGION VIII (EASTERN VISAYAS),Age,45-54,129
2018,REGION IX (ZAMBOANGA PENINSULA),Age,45-54,119
2018,REGION X (NORTHERN MINDANAO),Age,45-54,160
2018,REGION XI (DAVAO REGION),Age,45-54,194
2018,REGION XII (SOCCSKSARGEN),Age,45-54,149
2018,REGION XIII (Caraga),Age,45-54,88
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,45-54,47
2018,NO INFO,Age,45-54,0
2018,NATIONAL CAPITAL REGION (NCR),Age,55-64,1473
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,55-64,83
2018,REGION I (ILOCOS REGION),Age,55-64,254
2018,REGION II (CAGAYAN VALLEY),Age,55-64,151
2018,REGION III (CENTRAL LUZON),Age,55-64,392
2018,REGION IV-A (CALABARZON),Age,55-64,454
2018,MIMAROPA REGION,Age,55-64,74
2018,REGION V (BICOL REGION),Age,55-64,200
2018,REGION VI (WESTERN VISAYAS),Age,55-64,370
2018,REGION VII (CENTRAL VISAYAS),Age,55-64,226
2018,REGION VIII (EASTERN VISAYAS),Age,55-64,140
2018,REGION IX (ZAMBOANGA PENINSULA),Age,55-64,112
2018,REGION X (NORTHERN MINDANAO),Age,55-64,153
2018,REGION XI (DAVAO REGION),Age,55-64,140
2018,REGION XII (SOCCSKSARGEN),Age,55-64,145
2018,REGION XIII (Caraga),Age,55-64,92
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,55-64,48
2018,NO INFO,Age,55-64,0
2018,NATIONAL CAPITAL REGION (NCR),Age,65 and above,2113
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,65 and above,108
2018,REGION I (ILOCOS REGION),Age,65 and above,371
2018,REGION II (CAGAYAN VALLEY),Age,65 and above,157
2018,REGION III (CENTRAL LUZON),Age,65 and above,625
2018,REGION IV-A (CALABARZON),Age,65 and above,470
2018,MIMAROPA REGION,Age,65 and above,81
2018,REGION V (BICOL REGION),Age,65 and above,185
2018,REGION VI (WESTERN VISAYAS),Age,65 and above,220
2018,REGION VII (CENTRAL VISAYAS),Age,65 and above,225
2018,REGION VIII (EASTERN VISAYAS),Age,65 and above,293
2018,REGION IX (ZAMBOANGA PENINSULA),Age,65 and above,102
2018,REGION X (NORTHERN MINDANAO),Age,65 and above,228
2018,REGION XI (DAVAO REGION),Age,65 and above,286
2018,REGION XII (SOCCSKSARGEN),Age,65 and above,100
2018,REGION XIII (Caraga),Age,65 and above,82
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,65 and above,10
2018,NO INFO,Age,65 and above,0
2018,NATIONAL CAPITAL REGION (NCR),Age,No info,0
2018,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,No info,0
2018,REGION I (ILOCOS REGION),Age,No info,0
2018,REGION II (CAGAYAN VALLEY),Age,No info,0
2018,REGION III (CENTRAL LUZON),Age,No info,0
2018,REGION IV-A (CALABARZON),Age,No info,0
2018,MIMAROPA REGION,Age,No info,
2018,REGION V (BICOL REGION),Age,No info,0
2018,REGION VI (WESTERN VISAYAS),Age,No info,0
2018,REGION VII (CENTRAL VISAYAS),Age,No info,0
2018,REGION VIII (EASTERN VISAYAS),Age,No info,0
2018,REGION IX (ZAMBOANGA PENINSULA),Age,No info,0
2018,REGION X (NORTHERN MINDANAO),Age,No info,0
2018,REGION XI (DAVAO REGION),Age,No info,0
2018,REGION XII (SOCCSKSARGEN),Age,No info,0
2018,REGION XIII (Caraga),Age,No info,0
2018,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,No info,0
2018,NO INFO,Age,No info,0
2019,NATIONAL CAPITAL REGION (NCR),Age,<25,13
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,<25,0
2019,REGION I (ILOCOS REGION),Age,<25,0
2019,REGION II (CAGAYAN VALLEY),Age,<25,0
2019,REGION III (CENTRAL LUZON),Age,<25,1
2019,REGION IV-A (CALABARZON),Age,<25,2
2019,MIMAROPA REGION,Age,<25,0
2019,REGION V (BICOL REGION),Age,<25,0
2019,REGION VI (WESTERN VISAYAS),Age,<25,1
2019,REGION VII (CENTRAL VISAYAS),Age,<25,1
2019,REGION VIII (EASTERN VISAYAS),Age,<25,1
2019,REGION IX (ZAMBOANGA PENINSULA),Age,<25,0
2019,REGION X (NORTHERN MINDANAO),Age,<25,18
2019,REGION XI (DAVAO REGION),Age,<25,0
2019,REGION XII (SOCCSKSARGEN),Age,<25,0
2019,REGION XIII (Caraga),Age,<25,0
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,<25,0
2019,NO INFO,Age,<25,0
2019,NATIONAL CAPITAL REGION (NCR),Age,25-34,786
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,25-34,71
2019,REGION I (ILOCOS REGION),Age,25-34,40
2019,REGION II (CAGAYAN VALLEY),Age,25-34,26
2019,REGION III (CENTRAL LUZON),Age,25-34,121
2019,REGION IV-A (CALABARZON),Age,25-34,84
2019,MIMAROPA REGION,Age,25-34,9
2019,REGION V (BICOL REGION),Age,25-34,50
2019,REGION VI (WESTERN VISAYAS),Age,25-34,54
2019,REGION VII (CENTRAL VISAYAS),Age,25-34,342
2019,REGION VIII (EASTERN VISAYAS),Age,25-34,11
2019,REGION IX (ZAMBOANGA PENINSULA),Age,25-34,64
2019,REGION X (NORTHERN MINDANAO),Age,25-34,47
2019,REGION XI (DAVAO REGION),Age,25-34,58
2019,REGION XII (SOCCSKSARGEN),Age,25-34,39
2019,REGION XIII (Caraga),Age,25-34,15
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,25-34,28
2019,NO INFO,Age,25-34,0
2019,NATIONAL CAPITAL REGION (NCR),Age,35-44,2950
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,35-44,187
2019,REGION I (ILOCOS REGION),Age,35-44,186
2019,REGION II (CAGAYAN VALLEY),Age,35-44,126
2019,REGION III (CENTRAL LUZON),Age,35-44,583
2019,REGION IV-A (CALABARZON),Age,35-44,599
2019,MIMAROPA REGION,Age,35-44,40
2019,REGION V (BICOL REGION),Age,35-44,144
2019,REGION VI (WESTERN VISAYAS),Age,35-44,462
2019,REGION VII (CENTRAL VISAYAS),Age,35-44,495
2019,REGION VIII (EASTERN VISAYAS),Age,35-44,94
2019,REGION IX (ZAMBOANGA PENINSULA),Age,35-44,139
2019,REGION X (NORTHERN MINDANAO),Age,35-44,176
2019,REGION XI (DAVAO REGION),Age,35-44,226
2019,REGION XII (SOCCSKSARGEN),Age,35-44,108
2019,REGION XIII (Caraga),Age,35-44,74
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,35-44,65
2019,NO INFO,Age,35-44,0
2019,NATIONAL CAPITAL REGION (NCR),Age,45-54,2014
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,45-54,107
2019,REGION I (ILOCOS REGION),Age,45-54,221
2019,REGION II (CAGAYAN VALLEY),Age,45-54,134
2019,REGION III (CENTRAL LUZON),Age,45-54,590
2019,REGION IV-A (CALABARZON),Age,45-54,688
2019,MIMAROPA REGION,Age,45-54,67
2019,REGION V (BICOL REGION),Age,45-54,146
2019,REGION VI (WESTERN VISAYAS),Age,45-54,413
2019,REGION VII (CENTRAL VISAYAS),Age,45-54,312
2019,REGION VIII (EASTERN VISAYAS),Age,45-54,119
2019,REGION IX (ZAMBOANGA PENINSULA),Age,45-54,123
2019,REGION X (NORTHERN MINDANAO),Age,45-54,158
2019,REGION XI (DAVAO REGION),Age,45-54,200
2019,REGION XII (SOCCSKSARGEN),Age,45-54,137
2019,REGION XIII (Caraga),Age,45-54,92
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,45-54,43
2019,NO INFO,Age,45-54,0
2019,NATIONAL CAPITAL REGION (NCR),Age,55-64,1549
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,55-64,93
2019,REGION I (ILOCOS REGION),Age,55-64,266
2019,REGION II (CAGAYAN VALLEY),Age,55-64,166
2019,REGION III (CENTRAL LUZON),Age,55-64,422
2019,REGION IV-A (CALABARZON),Age,55-64,486
2019,MIMAROPA REGION,Age,55-64,76
2019,REGION V (BICOL REGION),Age,55-64,215
2019,REGION VI (WESTERN VISAYAS),Age,55-64,384
2019,REGION VII (CENTRAL VISAYAS),Age,55-64,244
2019,REGION VIII (EASTERN VISAYAS),Age,55-64,147
2019,REGION IX (ZAMBOANGA PENINSULA),Age,55-64,110
2019,REGION X (NORTHERN MINDANAO),Age,55-64,165
2019,REGION XI (DAVAO REGION),Age,55-64,151
2019,REGION XII (SOCCSKSARGEN),Age,55-64,160
2019,REGION XIII (Caraga),Age,55-64,91
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,55-64,52
2019,NO INFO,Age,55-64,0
2019,NATIONAL CAPITAL REGION (NCR),Age,65 and above,2203
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,65 and above,113
2019,REGION I (ILOCOS REGION),Age,65 and above,390
2019,REGION II (CAGAYAN VALLEY),Age,65 and above,163
2019,REGION III (CENTRAL LUZON),Age,65 and above,643
2019,REGION IV-A (CALABARZON),Age,65 and above,492
2019,MIMAROPA REGION,Age,65 and above,86
2019,REGION V (BICOL REGION),Age,65 and above,190
2019,REGION VI (WESTERN VISAYAS),Age,65 and above,242
2019,REGION VII (CENTRAL VISAYAS),Age,65 and above,242
2019,REGION VIII (EASTERN VISAYAS),Age,65 and above,301
2019,REGION IX (ZAMBOANGA PENINSULA),Age,65 and above,112
2019,REGION X (NORTHERN MINDANAO),Age,65 and above,234
2019,REGION XI (DAVAO REGION),Age,65 and above,293
2019,REGION XII (SOCCSKSARGEN),Age,65 and above,104
2019,REGION XIII (Caraga),Age,65 and above,88
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,65 and above,13
2019,NO INFO,Age,65 and above,0
2019,NATIONAL CAPITAL REGION (NCR),Age,No info,0
2019,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,No info,0
2019,REGION I (ILOCOS REGION),Age,No info,0
2019,REGION II (CAGAYAN VALLEY),Age,No info,0
2019,REGION III (CENTRAL LUZON),Age,No info,0
2019,REGION IV-A (CALABARZON),Age,No info,0
2019,MIMAROPA REGION,Age,No info,0
2019,REGION V (BICOL REGION),Age,No info,0
2019,REGION VI (WESTERN VISAYAS),Age,No info,0
2019,REGION VII (CENTRAL VISAYAS),Age,No info,0
2019,REGION VIII (EASTERN VISAYAS),Age,No info,0
2019,REGION IX (ZAMBOANGA PENINSULA),Age,No info,0
2019,REGION X (NORTHERN MINDANAO),Age,No info,0
2019,REGION XI (DAVAO REGION),Age,No info,0
2019,REGION XII (SOCCSKSARGEN),Age,No info,0
2019,REGION XIII (Caraga),Age,No info,0
2019,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,No info,0
2019,NO INFO,Age,No info,0
2020,NATIONAL CAPITAL REGION (NCR),Age,<25,11
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,<25,0
2020,REGION I (ILOCOS REGION),Age,<25,0
2020,REGION II (CAGAYAN VALLEY),Age,<25,0
2020,REGION III (CENTRAL LUZON),Age,<25,1
2020,REGION IV-A (CALABARZON),Age,<25,2
2020,MIMAROPA REGION,Age,<25,0
2020,REGION V (BICOL REGION),Age,<25,0
2020,REGION VI (WESTERN VISAYAS),Age,<25,1
2020,REGION VII (CENTRAL VISAYAS),Age,<25,1
2020,REGION VIII (EASTERN VISAYAS),Age,<25,1
2020,REGION IX (ZAMBOANGA PENINSULA),Age,<25,0
2020,REGION X (NORTHERN MINDANAO),Age,<25,18
2020,REGION XI (DAVAO REGION),Age,<25,0
2020,REGION XII (SOCCSKSARGEN),Age,<25,0
2020,REGION XIII (Caraga),Age,<25,0
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,<25,0
2020,NO INFO,Age,<25,0
2020,NATIONAL CAPITAL REGION (NCR),Age,25-34,666
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,25-34,63
2020,REGION I (ILOCOS REGION),Age,25-34,34
2020,REGION II (CAGAYAN VALLEY),Age,25-34,22
2020,REGION III (CENTRAL LUZON),Age,25-34,103
2020,REGION IV-A (CALABARZON),Age,25-34,71
2020,MIMAROPA REGION,Age,25-34,9
2020,REGION V (BICOL REGION),Age,25-34,42
2020,REGION VI (WESTERN VISAYAS),Age,25-34,48
2020,REGION VII (CENTRAL VISAYAS),Age,25-34,315
2020,REGION VIII (EASTERN VISAYAS),Age,25-34,11
2020,REGION IX (ZAMBOANGA PENINSULA),Age,25-34,55
2020,REGION X (NORTHERN MINDANAO),Age,25-34,41
2020,REGION XI (DAVAO REGION),Age,25-34,56
2020,REGION XII (SOCCSKSARGEN),Age,25-34,31
2020,REGION XIII (Caraga),Age,25-34,13
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,25-34,27
2020,NO INFO,Age,25-34,0
2020,NATIONAL CAPITAL REGION (NCR),Age,35-44,2966
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,35-44,187
2020,REGION I (ILOCOS REGION),Age,35-44,180
2020,REGION II (CAGAYAN VALLEY),Age,35-44,122
2020,REGION III (CENTRAL LUZON),Age,35-44,567
2020,REGION IV-A (CALABARZON),Age,35-44,576
2020,MIMAROPA REGION,Age,35-44,35
2020,REGION V (BICOL REGION),Age,35-44,146
2020,REGION VI (WESTERN VISAYAS),Age,35-44,453
2020,REGION VII (CENTRAL VISAYAS),Age,35-44,500
2020,REGION VIII (EASTERN VISAYAS),Age,35-44,91
2020,REGION IX (ZAMBOANGA PENINSULA),Age,35-44,146
2020,REGION X (NORTHERN MINDANAO),Age,35-44,174
2020,REGION XI (DAVAO REGION),Age,35-44,218
2020,REGION XII (SOCCSKSARGEN),Age,35-44,114
2020,REGION XIII (Caraga),Age,35-44,71
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,35-44,63
2020,NO INFO,Age,35-44,0
2020,NATIONAL CAPITAL REGION (NCR),Age,45-54,2053
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,45-54,112
2020,REGION I (ILOCOS REGION),Age,45-54,227
2020,REGION II (CAGAYAN VALLEY),Age,45-54,135
2020,REGION III (CENTRAL LUZON),Age,45-54,598
2020,REGION IV-A (CALABARZON),Age,45-54,691
2020,MIMAROPA REGION,Age,45-54,66
2020,REGION V (BICOL REGION),Age,45-54,147
2020,REGION VI (WESTERN VISAYAS),Age,45-54,404
2020,REGION VII (CENTRAL VISAYAS),Age,45-54,315
2020,REGION VIII (EASTERN VISAYAS),Age,45-54,117
2020,REGION IX (ZAMBOANGA PENINSULA),Age,45-54,119
2020,REGION X (NORTHERN MINDANAO),Age,45-54,162
2020,REGION XI (DAVAO REGION),Age,45-54,206
2020,REGION XII (SOCCSKSARGEN),Age,45-54,121
2020,REGION XIII (Caraga),Age,45-54,93
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,45-54,46
2020,NO INFO,Age,45-54,0
2020,NATIONAL CAPITAL REGION (NCR),Age,55-64,1572
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,55-64,91
2020,REGION I (ILOCOS REGION),Age,55-64,263
2020,REGION II (CAGAYAN VALLEY),Age,55-64,171
2020,REGION III (CENTRAL LUZON),Age,55-64,439
2020,REGION IV-A (CALABARZON),Age,55-64,508
2020,MIMAROPA REGION,Age,55-64,81
2020,REGION V (BICOL REGION),Age,55-64,217
2020,REGION VI (WESTERN VISAYAS),Age,55-64,403
2020,REGION VII (CENTRAL VISAYAS),Age,55-64,258
2020,REGION VIII (EASTERN VISAYAS),Age,55-64,151
2020,REGION IX (ZAMBOANGA PENINSULA),Age,55-64,110
2020,REGION X (NORTHERN MINDANAO),Age,55-64,164
2020,REGION XI (DAVAO REGION),Age,55-64,150
2020,REGION XII (SOCCSKSARGEN),Age,55-64,173
2020,REGION XIII (Caraga),Age,55-64,92
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,55-64,52
2020,NO INFO,Age,55-64,0
2020,NATIONAL CAPITAL REGION (NCR),Age,65 and above,2247
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,65 and above,118
2020,REGION I (ILOCOS REGION),Age,65 and above,399
2020,REGION II (CAGAYAN VALLEY),Age,65 and above,165
2020,REGION III (CENTRAL LUZON),Age,65 and above,652
2020,REGION IV-A (CALABARZON),Age,65 and above,503
2020,MIMAROPA REGION,Age,65 and above,87
2020,REGION V (BICOL REGION),Age,65 and above,193
2020,REGION VI (WESTERN VISAYAS),Age,65 and above,247
2020,REGION VII (CENTRAL VISAYAS),Age,65 and above,247
2020,REGION VIII (EASTERN VISAYAS),Age,65 and above,302
2020,REGION IX (ZAMBOANGA PENINSULA),Age,65 and above,118
2020,REGION X (NORTHERN MINDANAO),Age,65 and above,239
2020,REGION XI (DAVAO REGION),Age,65 and above,298
2020,REGION XII (SOCCSKSARGEN),Age,65 and above,109
2020,REGION XIII (Caraga),Age,65 and above,91
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,65 and above,13
2020,NO INFO,Age,65 and above,0
2020,NATIONAL CAPITAL REGION (NCR),Age,No info,0
2020,CORDILLERA ADMINISTRATIVE REGION (CAR),Age,No info,0
2020,REGION I (ILOCOS REGION),Age,No info,0
2020,REGION II (CAGAYAN VALLEY),Age,No info,0
2020,REGION III (CENTRAL LUZON),Age,No info,0
2020,REGION IV-A (CALABARZON),Age,No info,0
2020,MIMAROPA REGION,Age,No info,0
2020,REGION V (BICOL REGION),Age,No info,0
2020,REGION VI (WESTERN VISAYAS),Age,No info,0
2020,REGION VII (CENTRAL VISAYAS),Age,No info,0
2020,REGION VIII (EASTERN VISAYAS),Age,No info,0
2020,REGION IX (ZAMBOANGA PENINSULA),Age,No info,0
2020,REGION X (NORTHERN MINDANAO),Age,No info,0
2020,REGION XI (DAVAO REGION),Age,No info,0
2020,REGION XII (SOCCSKSARGEN),Age,No info,0
2020,REGION XIII (Caraga),Age,No info,0
2020,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Age,No info,0
2020,NO INFO,Age,No info,0
2010,NATIONAL CAPITAL REGION (NCR),Sex,Female,1692
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Female,470
2010,REGION I (ILOCOS REGION),Sex,Female,759
2010,REGION II (CAGAYAN VALLEY),Sex,Female,428
2010,REGION III (CENTRAL LUZON),Sex,Female,1242
2010,REGION IV-A (CALABARZON),Sex,Female,1144
2010,MIMAROPA REGION,Sex,Female,210
2010,REGION V (BICOL REGION),Sex,Female,353
2010,REGION VI (WESTERN VISAYAS),Sex,Female,353
2010,REGION VII (CENTRAL VISAYAS),Sex,Female,563
2010,REGION VIII (EASTERN VISAYAS),Sex,Female,455
2010,REGION IX (ZAMBOANGA PENINSULA),Sex,Female,243
2010,REGION X (NORTHERN MINDANAO),Sex,Female,478
2010,REGION XI (DAVAO REGION),Sex,Female,152
2010,REGION XII (SOCCSKSARGEN),Sex,Female,400
2010,REGION XIII (Caraga),Sex,Female,227
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Female,34
2010,NO INFO,Sex,Female,0
2010,NATIONAL CAPITAL REGION (NCR),Sex,Male,1179
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,Male,296
2010,REGION I (ILOCOS REGION),Sex,Male,641
2010,REGION II (CAGAYAN VALLEY),Sex,Male,321
2010,REGION III (CENTRAL LUZON),Sex,Male,1242
2010,REGION IV-A (CALABARZON),Sex,Male,1034
2010,MIMAROPA REGION,Sex,Male,203
2010,REGION V (BICOL REGION),Sex,Male,321
2010,REGION VI (WESTERN VISAYAS),Sex,Male,275
2010,REGION VII (CENTRAL VISAYAS),Sex,Male,498
2010,REGION VIII (EASTERN VISAYAS),Sex,Male,245
2010,REGION IX (ZAMBOANGA PENINSULA),Sex,Male,226
2010,REGION X (NORTHERN MINDANAO),Sex,Male,351
2010,REGION XI (DAVAO REGION),Sex,Male,139
2010,REGION XII (SOCCSKSARGEN),Sex,Male,377
2010,REGION XIII (Caraga),Sex,Male,196
2010,AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM),Sex,Male,27
2010,NO INFO,Sex,Male,0
2010,NATIONAL CAPITAL REGION (NCR),Sex,No info,1
2010,CORDILLERA ADMINISTRATIVE REGION (CAR),Sex,No info,0
2010,REGION I (ILOCOS REGION),Sex,No info,0
2010,REGION II (CAGAYAN VALLEY),Sex,No info,0
2010,REGION III (CENTRAL LUZON),Sex,No info,0
2010,REGION IV-A (CALABARZON),Sex,No info,0
2010,MIMAROPA REGION,Sex,No info,0
2010,REGION V (BICOL REGION),Sex,No info,1
2010,REGION VI (WESTERN VISAYAS),Sex,No info,0
